2026-01-16 14:54:31,591 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:31,591 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:31,799 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:31,800 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:31,800 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:31,801 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:31,818 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:31,818 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:31,862 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:31,862 - __main__ - INFO - Starting scrape...
2026-01-16 14:54:31,862 - __main__ - INFO - Scraper will check for duplicates against 140 existing PMIDs
2026-01-16 14:54:31,862 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:31,863 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:31,881 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:31,882 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:31,882 - __main__ - INFO - Running query 1/5: ("knee osteoarthritis"[Title/Abstract] OR "knee OA"[Title/Abstract] OR "Osteoart...
2026-01-16 14:54:32,882 - scripts.pubmed_scraper - INFO - Found 5000 articles matching query
2026-01-16 14:54:33,014 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:33,034 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:33,034 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:33,036 - scripts.pubmed_scraper - INFO - Article 40854442 already exists with full details, skipping
2026-01-16 14:54:33,038 - scripts.pubmed_scraper - INFO - Article 40849978 already exists with full details, skipping
2026-01-16 14:54:33,041 - scripts.pubmed_scraper - INFO - Article 40845628 already exists with full details, skipping
2026-01-16 14:54:33,043 - scripts.pubmed_scraper - INFO - Article 40815938 already exists with full details, skipping
2026-01-16 14:54:33,044 - scripts.pubmed_scraper - INFO - Article 40815937 already exists with full details, skipping
2026-01-16 14:54:33,046 - scripts.pubmed_scraper - INFO - Article 40803097 already exists with full details, skipping
2026-01-16 14:54:33,048 - scripts.pubmed_scraper - INFO - Article 40803096 already exists with full details, skipping
2026-01-16 14:54:33,051 - scripts.pubmed_scraper - INFO - Article 40714305 already exists with full details, skipping
2026-01-16 14:54:33,054 - scripts.pubmed_scraper - INFO - Article 40684855 already exists with full details, skipping
2026-01-16 14:54:33,056 - scripts.pubmed_scraper - INFO - Article 40679245 already exists with full details, skipping
2026-01-16 14:54:33,059 - scripts.pubmed_scraper - INFO - Article 40652378 already exists with full details, skipping
2026-01-16 14:54:33,060 - scripts.pubmed_scraper - INFO - Article 40652369 already exists with full details, skipping
2026-01-16 14:54:33,063 - scripts.pubmed_scraper - INFO - Article 40628397 already exists with full details, skipping
2026-01-16 14:54:33,065 - scripts.pubmed_scraper - INFO - Article 40623289 already exists with full details, skipping
2026-01-16 14:54:33,067 - scripts.pubmed_scraper - INFO - Article 40622130 already exists with full details, skipping
2026-01-16 14:54:33,068 - scripts.pubmed_scraper - INFO - Article 40621988 already exists with full details, skipping
2026-01-16 14:54:33,069 - scripts.pubmed_scraper - INFO - Article 40621906 already exists with full details, skipping
2026-01-16 14:54:33,071 - scripts.pubmed_scraper - INFO - Article 40541850 already exists with full details, skipping
2026-01-16 14:54:33,074 - scripts.pubmed_scraper - INFO - Article 40532925 already exists with full details, skipping
2026-01-16 14:54:33,075 - scripts.pubmed_scraper - INFO - Article 40482933 already exists with full details, skipping
2026-01-16 14:54:33,076 - scripts.pubmed_scraper - INFO - Article 40473056 already exists with full details, skipping
2026-01-16 14:54:33,080 - scripts.pubmed_scraper - INFO - Article 40473049 already exists with full details, skipping
2026-01-16 14:54:33,082 - scripts.pubmed_scraper - INFO - Article 40449765 already exists with full details, skipping
2026-01-16 14:54:33,085 - scripts.pubmed_scraper - INFO - Article 40418215 already exists with full details, skipping
2026-01-16 14:54:33,088 - scripts.pubmed_scraper - INFO - Article 40414371 already exists with full details, skipping
2026-01-16 14:54:33,090 - scripts.pubmed_scraper - INFO - Article 40414369 already exists with full details, skipping
2026-01-16 14:54:33,094 - scripts.pubmed_scraper - INFO - Article 39987393 already exists with full details, skipping
2026-01-16 14:54:33,096 - scripts.pubmed_scraper - INFO - Article 39957139 already exists with full details, skipping
2026-01-16 14:54:33,098 - scripts.pubmed_scraper - INFO - Article 39828268 already exists with full details, skipping
2026-01-16 14:54:33,100 - scripts.pubmed_scraper - INFO - Article 41396829 already exists with full details, skipping
2026-01-16 14:54:33,102 - scripts.pubmed_scraper - INFO - Article 41310785 already exists with full details, skipping
2026-01-16 14:54:33,104 - scripts.pubmed_scraper - INFO - Article 41299580 already exists with full details, skipping
2026-01-16 14:54:33,106 - scripts.pubmed_scraper - INFO - Article 41291904 already exists with full details, skipping
2026-01-16 14:54:33,110 - scripts.pubmed_scraper - INFO - Article 41286291 already exists with full details, skipping
2026-01-16 14:54:33,112 - scripts.pubmed_scraper - INFO - Article 41275280 already exists with full details, skipping
2026-01-16 14:54:33,114 - scripts.pubmed_scraper - INFO - Article 41275226 already exists with full details, skipping
2026-01-16 14:54:33,116 - scripts.pubmed_scraper - INFO - Article 41273199 already exists with full details, skipping
2026-01-16 14:54:33,119 - scripts.pubmed_scraper - INFO - Article 41305773 already exists with full details, skipping
2026-01-16 14:54:33,120 - scripts.pubmed_scraper - INFO - Article 41252057 already exists with full details, skipping
2026-01-16 14:54:33,124 - scripts.pubmed_scraper - INFO - Article 41249945 already exists with full details, skipping
2026-01-16 14:54:33,126 - scripts.pubmed_scraper - INFO - Article 41204469 already exists with full details, skipping
2026-01-16 14:54:33,130 - scripts.pubmed_scraper - INFO - Article 41194103 already exists with full details, skipping
2026-01-16 14:54:33,134 - scripts.pubmed_scraper - INFO - Article 40956870 already exists with full details, skipping
2026-01-16 14:54:33,136 - scripts.pubmed_scraper - INFO - Article 40911649 already exists with full details, skipping
2026-01-16 14:54:33,139 - scripts.pubmed_scraper - INFO - Article 41188876 already exists with full details, skipping
2026-01-16 14:54:33,140 - scripts.pubmed_scraper - INFO - Article 41328824 already exists with full details, skipping
2026-01-16 14:54:33,144 - scripts.pubmed_scraper - INFO - Article 41240649 already exists with full details, skipping
2026-01-16 14:54:33,146 - scripts.pubmed_scraper - INFO - Article 41239860 already exists with full details, skipping
2026-01-16 14:54:33,149 - scripts.pubmed_scraper - INFO - Article 41217479 already exists with full details, skipping
2026-01-16 14:54:33,152 - scripts.pubmed_scraper - INFO - Article 41091159 already exists with full details, skipping
2026-01-16 14:54:33,152 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:33,153 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:33,173 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:33,173 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:33,175 - scripts.pubmed_scraper - INFO - Article 40996522 already exists with full details, skipping
2026-01-16 14:54:33,176 - scripts.pubmed_scraper - INFO - Article 40990623 already exists with full details, skipping
2026-01-16 14:54:33,178 - scripts.pubmed_scraper - INFO - Article 40967917 already exists with full details, skipping
2026-01-16 14:54:33,181 - scripts.pubmed_scraper - INFO - Article 40923522 already exists with full details, skipping
2026-01-16 14:54:33,182 - scripts.pubmed_scraper - INFO - Article 40780453 already exists with full details, skipping
2026-01-16 14:54:33,183 - scripts.pubmed_scraper - INFO - Article 40754296 already exists with full details, skipping
2026-01-16 14:54:33,184 - scripts.pubmed_scraper - INFO - Article 40704642 already exists with full details, skipping
2026-01-16 14:54:33,186 - scripts.pubmed_scraper - INFO - Article 40679267 already exists with full details, skipping
2026-01-16 14:54:33,187 - scripts.pubmed_scraper - INFO - Article 40659078 already exists with full details, skipping
2026-01-16 14:54:33,188 - scripts.pubmed_scraper - INFO - Article 40652372 already exists with full details, skipping
2026-01-16 14:54:33,189 - scripts.pubmed_scraper - INFO - Article 40633566 already exists with full details, skipping
2026-01-16 14:54:33,191 - scripts.pubmed_scraper - INFO - Article 40622067 already exists with full details, skipping
2026-01-16 14:54:33,192 - scripts.pubmed_scraper - INFO - Article 40621947 already exists with full details, skipping
2026-01-16 14:54:33,193 - scripts.pubmed_scraper - INFO - Article 40601967 already exists with full details, skipping
2026-01-16 14:54:33,195 - scripts.pubmed_scraper - INFO - Article 40592483 already exists with full details, skipping
2026-01-16 14:54:33,197 - scripts.pubmed_scraper - INFO - Article 40583450 already exists with full details, skipping
2026-01-16 14:54:33,198 - scripts.pubmed_scraper - INFO - Article 40583395 already exists with full details, skipping
2026-01-16 14:54:33,199 - scripts.pubmed_scraper - INFO - Article 40560814 already exists with full details, skipping
2026-01-16 14:54:33,202 - scripts.pubmed_scraper - INFO - Article 40404138 already exists with full details, skipping
2026-01-16 14:54:33,203 - scripts.pubmed_scraper - INFO - Article 40398583 already exists with full details, skipping
2026-01-16 14:54:33,205 - scripts.pubmed_scraper - INFO - Article 40398574 already exists with full details, skipping
2026-01-16 14:54:33,206 - scripts.pubmed_scraper - INFO - Article 40350606 already exists with full details, skipping
2026-01-16 14:54:33,208 - scripts.pubmed_scraper - INFO - Article 40318922 already exists with full details, skipping
2026-01-16 14:54:33,210 - scripts.pubmed_scraper - INFO - Article 40246059 already exists with full details, skipping
2026-01-16 14:54:33,213 - scripts.pubmed_scraper - INFO - Article 40198785 already exists with full details, skipping
2026-01-16 14:54:33,216 - scripts.pubmed_scraper - INFO - Article 39883581 already exists with full details, skipping
2026-01-16 14:54:33,220 - scripts.pubmed_scraper - INFO - Article 41174640 already exists with full details, skipping
2026-01-16 14:54:33,222 - scripts.pubmed_scraper - INFO - Article 41165130 already exists with full details, skipping
2026-01-16 14:54:33,224 - scripts.pubmed_scraper - INFO - Article 41163018 already exists with full details, skipping
2026-01-16 14:54:33,225 - scripts.pubmed_scraper - INFO - Article 41160235 already exists with full details, skipping
2026-01-16 14:54:33,228 - scripts.pubmed_scraper - INFO - Article 41160173 already exists with full details, skipping
2026-01-16 14:54:33,230 - scripts.pubmed_scraper - INFO - Article 40586206 already exists with full details, skipping
2026-01-16 14:54:33,232 - scripts.pubmed_scraper - INFO - Article 41189424 already exists with full details, skipping
2026-01-16 14:54:33,234 - scripts.pubmed_scraper - INFO - Article 41146133 already exists with full details, skipping
2026-01-16 14:54:33,238 - scripts.pubmed_scraper - INFO - Article 41137011 already exists with full details, skipping
2026-01-16 14:54:33,241 - scripts.pubmed_scraper - INFO - Article 41131523 already exists with full details, skipping
2026-01-16 14:54:33,242 - scripts.pubmed_scraper - INFO - Article 41124546 already exists with full details, skipping
2026-01-16 14:54:33,244 - scripts.pubmed_scraper - INFO - Article 40880455 already exists with full details, skipping
2026-01-16 14:54:33,247 - scripts.pubmed_scraper - INFO - Article 41074097 already exists with full details, skipping
2026-01-16 14:54:33,249 - scripts.pubmed_scraper - INFO - Article 41082590 already exists with full details, skipping
2026-01-16 14:54:33,252 - scripts.pubmed_scraper - INFO - Article 41068486 already exists with full details, skipping
2026-01-16 14:54:33,254 - scripts.pubmed_scraper - INFO - Article 41066012 already exists with full details, skipping
2026-01-16 14:54:33,256 - scripts.pubmed_scraper - INFO - Article 41057717 already exists with full details, skipping
2026-01-16 14:54:33,259 - scripts.pubmed_scraper - INFO - Article 39673244 already exists with full details, skipping
2026-01-16 14:54:33,260 - scripts.pubmed_scraper - INFO - Article 41046480 already exists with full details, skipping
2026-01-16 14:54:33,262 - scripts.pubmed_scraper - INFO - Article 41037782 already exists with full details, skipping
2026-01-16 14:54:33,283 - scripts.pubmed_scraper - INFO - Article 41056382 already exists with full details, skipping
2026-01-16 14:54:33,285 - scripts.pubmed_scraper - INFO - Article 41027596 already exists with full details, skipping
2026-01-16 14:54:33,287 - scripts.pubmed_scraper - INFO - Article 41027584 already exists with full details, skipping
2026-01-16 14:54:33,288 - scripts.pubmed_scraper - INFO - Article 40885047 already exists with full details, skipping
2026-01-16 14:54:33,289 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:33,289 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:33,307 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:33,307 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:33,309 - scripts.pubmed_scraper - INFO - Article 40834698 already exists with full details, skipping
2026-01-16 14:54:33,311 - scripts.pubmed_scraper - INFO - Article 40820163 already exists with full details, skipping
2026-01-16 14:54:33,313 - scripts.pubmed_scraper - INFO - Article 40753853 already exists with full details, skipping
2026-01-16 14:54:33,314 - scripts.pubmed_scraper - INFO - Article 40750039 already exists with full details, skipping
2026-01-16 14:54:33,315 - scripts.pubmed_scraper - INFO - Article 40743569 already exists with full details, skipping
2026-01-16 14:54:33,316 - scripts.pubmed_scraper - INFO - Article 40743567 already exists with full details, skipping
2026-01-16 14:54:33,317 - scripts.pubmed_scraper - INFO - Article 40738222 already exists with full details, skipping
2026-01-16 14:54:33,320 - scripts.pubmed_scraper - INFO - Article 40701221 already exists with full details, skipping
2026-01-16 14:54:33,321 - scripts.pubmed_scraper - INFO - Article 40683083 already exists with full details, skipping
2026-01-16 14:54:33,322 - scripts.pubmed_scraper - INFO - Article 40669096 already exists with full details, skipping
2026-01-16 14:54:33,323 - scripts.pubmed_scraper - INFO - Article 40665753 already exists with full details, skipping
2026-01-16 14:54:33,324 - scripts.pubmed_scraper - INFO - Article 40663977 already exists with full details, skipping
2026-01-16 14:54:33,325 - scripts.pubmed_scraper - INFO - Article 40653208 already exists with full details, skipping
2026-01-16 14:54:33,328 - scripts.pubmed_scraper - INFO - Article 40651322 already exists with full details, skipping
2026-01-16 14:54:33,330 - scripts.pubmed_scraper - INFO - Article 40633908 already exists with full details, skipping
2026-01-16 14:54:33,331 - scripts.pubmed_scraper - INFO - Article 40633271 already exists with full details, skipping
2026-01-16 14:54:33,333 - scripts.pubmed_scraper - INFO - Article 40622140 already exists with full details, skipping
2026-01-16 14:54:33,334 - scripts.pubmed_scraper - INFO - Article 40618550 already exists with full details, skipping
2026-01-16 14:54:33,335 - scripts.pubmed_scraper - INFO - Article 40583349 already exists with full details, skipping
2026-01-16 14:54:33,336 - scripts.pubmed_scraper - INFO - Article 40576190 already exists with full details, skipping
2026-01-16 14:54:33,337 - scripts.pubmed_scraper - INFO - Article 40517419 already exists with full details, skipping
2026-01-16 14:54:33,339 - scripts.pubmed_scraper - INFO - Article 40516277 already exists with full details, skipping
2026-01-16 14:54:33,341 - scripts.pubmed_scraper - INFO - Article 40499335 already exists with full details, skipping
2026-01-16 14:54:33,342 - scripts.pubmed_scraper - INFO - Article 40493985 already exists with full details, skipping
2026-01-16 14:54:33,343 - scripts.pubmed_scraper - INFO - Article 40479849 already exists with full details, skipping
2026-01-16 14:54:33,344 - scripts.pubmed_scraper - INFO - Article 40468985 already exists with full details, skipping
2026-01-16 14:54:33,345 - scripts.pubmed_scraper - INFO - Article 40466288 already exists with full details, skipping
2026-01-16 14:54:33,346 - scripts.pubmed_scraper - INFO - Article 40449292 already exists with full details, skipping
2026-01-16 14:54:33,348 - scripts.pubmed_scraper - INFO - Article 40444827 already exists with full details, skipping
2026-01-16 14:54:33,349 - scripts.pubmed_scraper - INFO - Article 40424662 already exists with full details, skipping
2026-01-16 14:54:33,350 - scripts.pubmed_scraper - INFO - Article 40413809 already exists with full details, skipping
2026-01-16 14:54:33,352 - scripts.pubmed_scraper - INFO - Article 40413808 already exists with full details, skipping
2026-01-16 14:54:33,357 - scripts.pubmed_scraper - INFO - Article 40403432 already exists with full details, skipping
2026-01-16 14:54:33,358 - scripts.pubmed_scraper - INFO - Article 40387151 already exists with full details, skipping
2026-01-16 14:54:33,360 - scripts.pubmed_scraper - INFO - Article 40368409 already exists with full details, skipping
2026-01-16 14:54:33,361 - scripts.pubmed_scraper - INFO - Article 40368408 already exists with full details, skipping
2026-01-16 14:54:33,364 - scripts.pubmed_scraper - INFO - Article 40349805 already exists with full details, skipping
2026-01-16 14:54:33,365 - scripts.pubmed_scraper - INFO - Article 40348144 already exists with full details, skipping
2026-01-16 14:54:33,366 - scripts.pubmed_scraper - INFO - Article 40339944 already exists with full details, skipping
2026-01-16 14:54:33,368 - scripts.pubmed_scraper - INFO - Article 40325921 already exists with full details, skipping
2026-01-16 14:54:33,370 - scripts.pubmed_scraper - INFO - Article 40294760 already exists with full details, skipping
2026-01-16 14:54:33,372 - scripts.pubmed_scraper - INFO - Article 40280207 already exists with full details, skipping
2026-01-16 14:54:33,374 - scripts.pubmed_scraper - INFO - Article 40258174 already exists with full details, skipping
2026-01-16 14:54:33,375 - scripts.pubmed_scraper - INFO - Article 40086527 already exists with full details, skipping
2026-01-16 14:54:33,377 - scripts.pubmed_scraper - INFO - Article 41036565 already exists with full details, skipping
2026-01-16 14:54:33,379 - scripts.pubmed_scraper - INFO - Article 41029597 already exists with full details, skipping
2026-01-16 14:54:33,381 - scripts.pubmed_scraper - INFO - Article 41029288 already exists with full details, skipping
2026-01-16 14:54:33,383 - scripts.pubmed_scraper - INFO - Article 41026301 already exists with full details, skipping
2026-01-16 14:54:33,386 - scripts.pubmed_scraper - INFO - Article 41024192 already exists with full details, skipping
2026-01-16 14:54:33,389 - scripts.pubmed_scraper - INFO - Article 41022439 already exists with full details, skipping
2026-01-16 14:54:33,390 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:33,390 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:33,408 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:33,408 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:33,410 - scripts.pubmed_scraper - INFO - Article 40991867 already exists with full details, skipping
2026-01-16 14:54:33,413 - scripts.pubmed_scraper - INFO - Article 40982609 already exists with full details, skipping
2026-01-16 14:54:33,415 - scripts.pubmed_scraper - INFO - Article 40960496 already exists with full details, skipping
2026-01-16 14:54:33,416 - scripts.pubmed_scraper - INFO - Article 40773529 already exists with full details, skipping
2026-01-16 14:54:33,418 - scripts.pubmed_scraper - INFO - Article 40925721 already exists with full details, skipping
2026-01-16 14:54:33,419 - scripts.pubmed_scraper - INFO - Article 41010978 already exists with full details, skipping
2026-01-16 14:54:33,421 - scripts.pubmed_scraper - INFO - Article 40892157 already exists with full details, skipping
2026-01-16 14:54:33,424 - scripts.pubmed_scraper - INFO - Article 40891929 already exists with full details, skipping
2026-01-16 14:54:33,425 - scripts.pubmed_scraper - INFO - Article 40891928 already exists with full details, skipping
2026-01-16 14:54:33,426 - scripts.pubmed_scraper - INFO - Article 40957004 already exists with full details, skipping
2026-01-16 14:54:33,427 - scripts.pubmed_scraper - INFO - Article 40913599 already exists with full details, skipping
2026-01-16 14:54:33,430 - scripts.pubmed_scraper - INFO - Article 40887065 already exists with full details, skipping
2026-01-16 14:54:33,433 - scripts.pubmed_scraper - INFO - Article 40831050 already exists with full details, skipping
2026-01-16 14:54:33,436 - scripts.pubmed_scraper - INFO - Article 40815848 already exists with full details, skipping
2026-01-16 14:54:33,439 - scripts.pubmed_scraper - INFO - Article 40788833 already exists with full details, skipping
2026-01-16 14:54:33,440 - scripts.pubmed_scraper - INFO - Article 40776479 already exists with full details, skipping
2026-01-16 14:54:33,443 - scripts.pubmed_scraper - INFO - Article 40715844 already exists with full details, skipping
2026-01-16 14:54:33,445 - scripts.pubmed_scraper - INFO - Article 40694375 already exists with full details, skipping
2026-01-16 14:54:33,447 - scripts.pubmed_scraper - INFO - Article 40679593 already exists with full details, skipping
2026-01-16 14:54:33,448 - scripts.pubmed_scraper - INFO - Article 40668131 already exists with full details, skipping
2026-01-16 14:54:33,451 - scripts.pubmed_scraper - INFO - Article 40652380 already exists with full details, skipping
2026-01-16 14:54:33,453 - scripts.pubmed_scraper - INFO - Article 40635148 already exists with full details, skipping
2026-01-16 14:54:33,455 - scripts.pubmed_scraper - INFO - Article 40602664 already exists with full details, skipping
2026-01-16 14:54:33,458 - scripts.pubmed_scraper - INFO - Article 40560218 already exists with full details, skipping
2026-01-16 14:54:33,459 - scripts.pubmed_scraper - INFO - Article 40524416 already exists with full details, skipping
2026-01-16 14:54:33,462 - scripts.pubmed_scraper - INFO - Article 40436078 already exists with full details, skipping
2026-01-16 14:54:33,463 - scripts.pubmed_scraper - INFO - Article 40436076 already exists with full details, skipping
2026-01-16 14:54:33,464 - scripts.pubmed_scraper - INFO - Article 40417798 already exists with full details, skipping
2026-01-16 14:54:33,465 - scripts.pubmed_scraper - INFO - Article 40393833 already exists with full details, skipping
2026-01-16 14:54:33,468 - scripts.pubmed_scraper - INFO - Article 40387131 already exists with full details, skipping
2026-01-16 14:54:33,469 - scripts.pubmed_scraper - INFO - Article 40351237 already exists with full details, skipping
2026-01-16 14:54:33,471 - scripts.pubmed_scraper - INFO - Article 40351235 already exists with full details, skipping
2026-01-16 14:54:33,473 - scripts.pubmed_scraper - INFO - Article 40349868 already exists with full details, skipping
